Orthogroup	Acropora_digitifera	Acropora_millepora	Aiptasia_sp	Amplexidiscus_fenestrafer	Aurelia_aurita_ATL	Aurelia_aurita_PAC	Clytia_hemisphaerica	Dendronephthya_gigantea	Discosoma_sp	Fungia_spp	Galaxea_fascicularis	Goniastrea_aspera	Hydra_vulgaris	Montipora_capitata	Morbakka_virulenta	Nematostella_vectensis	Orbicella_faveolata	Pocillopora_damicornis	Pocillopora_meandrina	Pocillopora_verrucosa	Porites_evermanni	Porites_lobata	Porites_lutea	Porites_rus	Stylophora_pistillata	Total
OG0000221	12	11	12	9	8	6	0	9	7	20	13	11	2	10	3	16	19	12	16	9	16	11	12	14	10	268
OG0000222	1	0	0	2	0	0	0	0	0	20	1	4	0	3	0	0	21	17	73	29	34	21	20	18	4	268
OG0000223	1	5	6	1	8	8	8	3	1	1	0	2	183	36	2	1	0	0	0	0	1	0	0	1	0	268
OG0000224	10	10	3	15	1	0	1	4	19	6	7	7	30	51	40	3	3	0	0	3	7	3	10	16	16	265
OG0000225	1	2	10	6	12	9	0	1	11	24	7	27	0	50	0	6	1	2	7	5	18	26	15	16	9	265
OG0000226	2	7	1	22	15	2	0	0	20	5	5	18	0	113	0	0	3	3	7	0	14	10	6	6	5	264
OG0000227	0	0	0	0	0	0	0	1	0	20	3	17	0	30	0	0	12	3	16	30	30	31	26	27	18	264
OG0000228	9	7	10	12	12	11	2	5	9	26	12	11	3	14	2	7	15	9	9	7	18	16	18	13	4	261
OG0000229	2	4	16	2	28	28	13	99	3	7	3	2	3	14	0	0	3	5	4	9	0	1	2	5	8	261
OG0000230	3	5	5	9	0	0	0	0	16	24	5	21	0	25	0	1	22	7	25	9	18	21	17	21	7	261
OG0000231	1	2	18	18	5	4	1	2	10	20	7	10	0	74	0	3	12	4	17	3	12	18	11	6	3	261
OG0000232	20	8	9	8	7	5	0	6	13	13	7	9	0	10	1	11	18	8	14	14	17	24	13	18	4	257
OG0000233	1	4	9	9	0	0	6	0	36	14	6	3	0	67	0	6	0	0	1	1	19	21	31	23	0	257
OG0000234	5	7	11	2	0	1	0	8	1	15	13	4	0	13	0	4	13	6	11	8	36	22	35	34	5	254
OG0000235	5	7	0	3	9	4	5	28	3	24	5	15	1	14	6	2	10	7	5	10	24	23	21	14	8	253
OG0000236	3	18	2	2	0	1	13	0	18	13	20	21	0	60	0	16	4	19	4	7	4	6	6	10	5	252
OG0000237	13	11	8	12	4	3	7	9	12	12	6	12	10	14	2	6	26	11	8	11	13	15	3	12	11	251
OG0000238	7	6	6	6	12	15	8	10	5	20	7	15	6	15	10	11	12	7	10	15	12	9	11	5	9	249
OG0000239	16	24	4	15	1	0	1	1	15	13	10	20	0	7	2	1	21	9	13	18	8	8	6	13	23	249
OG0000240	4	32	6	8	6	5	2	14	13	14	18	43	30	7	1	2	2	3	5	4	1	3	15	5	5	248
OG0000241	5	2	5	4	42	40	0	4	7	7	0	12	0	39	0	0	0	4	7	1	16	28	9	11	5	248
OG0000242	5	9	9	3	12	4	1	7	7	13	11	11	3	15	9	15	17	14	11	4	17	14	14	15	8	248
OG0000243	0	0	2	4	0	0	0	0	7	56	64	32	0	0	0	2	1	24	8	6	5	9	7	3	17	247
OG0000244	10	8	6	7	5	6	9	8	7	14	9	9	7	14	10	11	12	9	15	11	14	11	10	14	10	246
OG0000245	0	3	8	1	0	0	0	0	7	30	2	63	0	69	0	0	7	2	3	1	8	32	4	3	2	245
OG0000246	12	12	5	6	13	11	2	3	7	15	12	9	0	17	3	13	23	8	8	7	11	12	13	14	8	244
OG0000247	24	10	3	4	6	5	2	8	2	10	10	16	2	23	1	1	20	6	10	13	15	11	11	18	13	244
OG0000248	8	1	44	3	0	0	26	1	3	0	0	2	13	61	0	3	2	2	12	10	17	12	4	8	11	243
OG0000249	5	4	12	9	10	8	0	5	11	27	16	27	0	32	0	0	15	2	3	1	10	22	8	10	5	242
OG0000250	4	10	3	6	0	0	0	0	17	15	3	37	0	57	0	0	1	5	17	4	12	25	11	6	8	241
OG0000251	8	24	6	1	0	0	1	9	0	16	13	33	0	16	0	2	11	4	9	5	29	26	10	14	3	240
OG0000252	4	6	9	5	13	4	6	5	7	20	7	17	11	5	8	6	8	5	8	8	23	20	17	9	9	240
OG0000253	3	12	36	1	4	2	95	20	1	3	0	5	0	5	0	0	2	15	8	8	4	5	0	8	2	239
OG0000254	3	17	16	11	0	0	0	1	8	12	6	27	0	29	0	8	5	3	5	1	13	44	16	8	5	238
OG0000255	29	43	0	0	1	0	0	0	0	19	6	18	0	23	0	1	6	7	18	36	1	3	4	2	20	237
OG0000256	7	35	9	7	2	1	0	0	1	6	10	16	1	58	0	0	3	4	12	5	4	5	4	4	43	237
OG0000257	1	2	14	14	9	12	0	7	21	33	3	25	0	49	0	2	3	3	0	1	5	6	9	15	3	237
OG0000258	0	4	0	8	4	7	6	4	7	26	11	18	12	11	2	17	12	10	13	5	16	13	14	13	3	236
OG0000259	13	4	12	27	11	9	0	4	13	3	2	2	5	40	4	6	5	0	8	14	12	18	1	15	7	235
OG0000260	7	1	3	10	13	3	6	0	8	9	1	17	0	61	0	0	1	14	13	2	10	19	12	10	14	234
OG0000261	10	6	4	4	3	4	2	15	4	4	3	12	5	6	2	4	9	15	38	25	6	3	3	6	41	234
OG0000262	8	9	0	6	0	0	0	0	1	37	8	27	0	27	0	0	24	6	8	8	15	14	13	13	10	234
OG0000263	4	4	0	1	0	0	0	0	3	51	1	37	0	2	0	0	14	16	7	25	14	10	8	29	8	234
OG0000264	2	4	3	2	0	0	0	0	1	20	5	18	0	17	0	3	25	4	24	20	22	18	10	16	19	233
OG0000265	9	0	6	21	5	2	8	38	25	6	2	4	0	51	0	0	2	0	1	1	8	19	5	10	10	233
OG0000266	0	0	0	0	0	0	0	1	1	0	0	0	196	0	31	0	0	0	0	0	0	0	0	4	0	233
OG0000267	9	9	3	5	8	2	1	3	10	18	11	15	0	27	2	5	16	7	8	8	11	16	15	15	8	232
OG0000268	5	4	2	2	1	1	2	1	2	21	20	17	1	10	1	3	19	10	30	15	17	8	10	11	19	232
OG0000269	1	2	1	5	6	11	1	3	11	5	0	10	9	102	16	1	1	4	5	2	6	10	5	7	8	232
OG0000270	2	10	5	7	3	2	2	13	10	13	11	12	1	17	1	17	27	9	11	10	12	10	11	13	3	232
OG0000271	6	8	3	2	11	7	3	6	2	21	10	14	0	10	2	0	7	7	10	12	19	14	24	13	21	232
OG0000272	1	4	10	5	3	1	3	7	9	5	6	8	2	1	2	46	13	3	16	13	12	34	7	14	6	231
OG0000273	20	12	1	2	1	0	0	0	4	20	7	10	0	6	0	3	18	11	19	22	14	15	13	22	10	230
OG0000274	6	11	7	14	15	13	2	6	19	7	4	15	0	51	0	7	3	1	0	0	10	20	7	4	8	230
OG0000275	7	0	5	4	19	12	11	12	0	2	1	6	23	36	0	5	3	11	20	8	8	20	2	6	8	229
OG0000276	0	2	0	0	0	0	0	0	0	34	5	16	0	7	0	1	6	18	33	5	35	40	9	16	2	229
OG0000277	5	3	11	2	2	1	0	3	2	6	2	4	27	10	13	0	6	1	5	6	13	21	8	49	28	228
OG0000278	2	6	6	13	8	5	8	1	5	11	5	20	6	8	7	9	12	8	20	11	11	10	10	12	14	228
OG0000279	5	10	33	9	3	4	5	12	25	7	2	5	0	56	0	5	2	5	16	5	2	11	0	0	6	228
OG0000280	28	10	5	1	30	22	12	10	5	5	8	9	7	4	4	8	10	3	3	4	5	8	7	7	12	227
OG0000281	6	7	10	5	2	3	8	2	5	11	7	11	5	10	8	9	10	6	8	6	14	36	23	8	7	227
OG0000282	1	1	1	0	17	13	32	2	0	3	0	2	73	29	0	1	0	2	9	0	13	20	0	6	0	225
OG0000283	7	6	6	13	0	0	0	0	11	19	10	18	2	8	0	5	13	9	9	7	20	23	16	11	10	223
OG0000284	1	30	2	13	1	0	0	23	10	1	11	14	35	18	0	0	2	6	12	9	11	4	5	9	5	222
OG0000285	3	3	9	8	23	21	18	68	11	6	1	6	0	4	0	3	0	5	6	7	2	2	3	3	9	221
OG0000286	7	4	28	3	12	4	2	19	7	1	0	6	0	47	0	1	10	3	17	25	0	2	2	6	15	221
OG0000287	10	7	7	8	11	12	6	8	7	7	9	7	8	10	14	10	7	8	9	8	8	10	9	10	11	221
OG0000288	0	0	0	0	0	0	0	0	0	30	3	21	0	8	0	0	18	5	9	1	34	53	14	25	0	221
OG0000289	4	9	5	5	1	0	3	8	6	13	8	9	2	16	0	10	20	7	14	7	16	18	14	20	5	220
OG0000290	2	6	6	5	1	1	0	8	7	10	10	18	2	3	1	34	16	8	21	8	10	16	12	11	4	220
OG0000291	0	0	0	0	0	0	0	0	1	123	4	4	0	2	0	0	0	4	4	0	29	21	4	22	2	220
OG0000292	1	25	2	10	0	0	7	5	6	14	18	35	0	59	0	1	2	0	7	1	6	3	10	6	1	219
OG0000293	2	4	8	5	4	3	3	6	5	8	6	6	8	0	7	38	29	8	13	6	7	18	10	11	3	218
OG0000294	18	17	2	3	0	0	0	0	2	10	5	13	0	40	0	1	18	7	9	9	15	21	11	11	6	218
OG0000295	10	2	0	0	0	0	1	8	0	7	1	9	0	31	0	0	8	3	4	9	24	33	28	33	6	217
OG0000296	3	4	1	1	12	8	2	2	2	26	9	9	13	9	4	26	20	8	13	4	10	10	7	9	5	217
OG0000297	11	6	11	7	13	8	9	9	9	8	7	8	9	11	10	11	11	8	6	8	6	6	7	10	8	217
OG0000298	2	4	5	5	2	3	3	3	6	13	9	15	4	5	2	7	15	10	19	9	21	19	15	11	9	216
OG0000299	6	7	1	3	25	27	9	19	4	9	5	22	7	24	0	3	7	1	1	0	4	20	6	5	1	216
OG0000300	2	3	3	0	0	1	0	0	2	5	2	47	0	5	1	0	6	4	9	1	28	74	6	12	4	215
OG0000301	6	8	6	5	11	6	8	12	7	8	8	9	9	8	10	7	9	7	7	8	10	19	9	10	8	215
OG0000302	12	4	11	6	19	20	8	7	8	4	5	5	39	4	7	1	12	4	4	4	8	4	4	10	4	214
OG0000303	3	6	5	5	6	3	6	16	5	8	9	5	10	28	3	15	26	7	7	4	9	9	7	9	3	214
OG0000304	7	7	13	6	3	5	8	5	7	22	4	13	5	4	1	10	16	5	23	8	12	19	2	3	5	213
OG0000305	1	2	7	6	4	3	3	2	7	12	10	11	7	16	7	19	18	9	15	5	9	12	12	14	2	213
OG0000306	7	9	14	4	8	6	3	7	4	10	8	11	8	9	5	15	10	8	9	8	13	9	10	10	7	212
OG0000307	10	11	0	2	0	0	0	5	3	12	3	11	0	17	0	0	25	20	39	27	5	3	3	4	12	212
OG0000308	2	6	1	7	0	0	0	1	4	27	3	10	0	5	0	10	11	9	19	10	22	20	21	20	4	212
OG0000309	15	10	1	1	0	0	0	0	0	42	6	25	0	11	0	0	14	7	19	11	9	6	12	14	8	211
OG0000310	3	3	14	3	10	11	0	0	5	22	7	20	0	4	0	6	16	5	11	10	16	14	11	14	6	211
OG0000311	5	5	25	4	14	6	9	4	4	9	8	13	19	8	6	19	14	5	6	5	3	3	5	4	8	211
OG0000312	5	25	7	9	25	17	0	10	6	5	7	21	0	36	0	1	3	2	2	1	4	9	3	3	10	211
OG0000313	7	8	4	8	7	9	5	17	8	9	5	8	5	14	9	11	15	8	8	7	10	8	8	7	6	211
OG0000314	1	7	3	18	3	6	8	11	13	12	2	8	0	41	0	0	1	10	24	6	5	23	2	3	1	208
OG0000315	6	6	10	9	7	8	5	14	9	8	5	6	16	10	6	15	17	6	7	6	6	6	6	7	7	208
OG0000316	4	2	5	3	0	0	2	0	4	16	2	6	0	5	0	2	5	21	40	52	6	9	6	8	9	207
OG0000317	3	0	0	2	13	9	0	0	2	0	2	0	0	24	147	0	0	0	0	0	1	2	0	2	0	207
OG0000318	7	6	1	2	0	0	0	22	3	11	2	14	0	10	0	3	11	11	16	16	18	11	9	14	20	207
OG0000319	7	5	7	9	10	11	4	11	10	7	5	16	5	15	3	9	17	7	7	8	6	5	5	8	9	206
OG0000320	11	12	6	4	5	4	3	5	7	10	9	10	5	12	5	4	14	8	11	10	11	11	9	12	8	206
OG0000321	5	5	19	6	18	15	7	10	6	10	7	8	5	7	14	6	8	9	5	5	7	5	6	6	7	206
OG0000322	4	16	11	10	4	3	3	21	0	3	28	7	0	0	8	6	0	0	0	0	17	47	11	6	0	205
OG0000323	6	18	5	5	0	0	0	2	6	10	7	12	0	44	0	1	1	6	17	7	6	14	7	2	29	205
OG0000324	6	10	0	2	0	0	0	28	3	19	5	16	0	22	0	5	10	7	17	11	10	14	11	6	3	205
OG0000325	3	8	4	5	0	0	0	0	8	24	5	23	0	26	0	7	18	7	9	9	13	9	12	10	5	205
OG0000326	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	205
OG0000327	3	6	7	5	0	0	0	0	7	32	12	11	0	8	0	2	15	7	9	8	17	15	18	13	9	204
OG0000328	5	5	23	5	0	3	2	4	4	7	8	6	0	6	2	26	8	6	7	10	15	12	14	18	8	204
OG0000329	3	3	13	3	0	0	1	1	4	11	6	8	1	5	0	12	10	12	10	11	15	26	18	19	11	203
OG0000330	11	6	2	3	2	4	6	9	3	9	10	6	4	13	4	1	13	8	8	5	14	14	18	21	9	203
OG0000331	11	6	14	5	17	11	7	7	8	7	4	7	12	6	9	3	11	4	5	6	10	13	8	9	3	203
OG0000332	2	2	2	1	2	2	1	5	4	18	5	30	0	15	0	2	18	12	15	11	9	13	11	12	11	203
OG0000333	7	7	13	5	4	3	12	6	8	9	7	7	7	12	4	17	7	7	7	9	12	8	8	8	8	202
OG0000334	7	1	6	1	0	0	0	25	2	8	2	11	0	7	0	0	4	5	15	12	23	29	11	20	13	202
OG0000335	1	5	14	8	0	0	2	0	9	13	3	13	0	75	1	1	2	10	10	6	4	6	3	9	7	202
OG0000336	7	7	8	8	16	4	5	4	8	9	8	11	4	10	3	9	11	8	6	7	13	7	8	12	8	201
OG0000337	11	8	6	6	13	7	3	15	7	9	10	9	4	9	3	6	10	8	7	7	13	7	7	9	5	199
OG0000338	0	0	0	0	0	0	0	0	0	95	3	0	0	0	0	0	0	2	1	0	41	33	17	6	0	198
OG0000339	5	4	10	5	0	0	5	4	7	16	5	14	0	13	3	16	26	4	4	7	13	10	9	11	6	197
OG0000340	6	4	1	2	3	2	0	8	3	35	4	12	0	27	1	6	19	8	9	6	11	8	9	6	5	195
OG0000341	6	5	4	5	28	27	4	23	6	5	5	5	10	4	13	4	8	4	4	5	3	4	4	4	5	195
OG0000342	6	11	7	4	7	4	0	9	9	7	5	34	0	43	0	6	1	1	0	0	12	9	8	4	8	195
OG0000343	4	4	7	9	2	1	0	17	8	11	1	9	0	94	0	2	4	1	1	2	7	0	0	6	4	194
OG0000344	43	21	0	0	0	0	0	0	4	16	7	21	0	6	0	0	15	2	11	3	10	4	9	8	14	194
OG0000345	6	4	13	8	9	10	6	3	7	11	7	10	13	9	5	9	12	7	5	4	6	8	10	7	5	194
OG0000346	14	42	25	0	0	0	0	5	2	3	2	4	0	2	0	11	4	3	6	4	13	35	11	7	1	194
OG0000347	7	7	6	8	9	8	4	6	9	10	8	7	4	8	9	10	12	7	7	8	9	8	8	7	8	194
OG0000348	8	7	5	6	10	1	3	8	5	7	10	6	5	10	8	12	12	8	7	8	13	9	8	10	8	194
OG0000349	2	7	3	3	0	0	0	7	2	29	7	17	0	10	0	11	18	9	9	5	16	13	13	9	4	194
OG0000350	8	4	6	1	2	1	1	3	2	17	10	11	12	13	0	4	23	6	7	10	9	13	12	10	8	193
OG0000351	0	0	0	2	0	0	3	0	0	0	0	0	0	1	187	0	0	0	0	0	0	0	0	0	0	193
OG0000352	3	0	8	2	23	18	7	8	5	7	1	10	0	41	0	0	7	6	7	12	8	9	1	4	4	191
OG0000353	7	12	18	3	17	9	4	0	5	2	4	6	21	7	2	6	8	14	16	11	2	2	3	6	5	190
OG0000354	6	2	3	8	10	10	8	0	7	15	0	21	0	49	0	0	3	0	4	4	9	15	5	8	2	189
OG0000355	6	5	9	6	11	8	11	4	6	9	8	5	9	8	13	7	8	5	6	9	11	9	5	5	6	189
OG0000356	10	6	5	5	18	9	4	8	3	6	6	8	2	5	4	5	7	5	15	10	10	10	12	8	8	189
OG0000357	0	3	7	7	0	0	0	0	10	3	3	10	0	84	0	0	0	10	23	6	6	8	4	1	4	189
OG0000358	2	6	5	5	2	3	1	5	4	15	10	11	3	0	1	35	17	7	8	3	6	16	11	10	2	188
OG0000359	6	5	4	7	7	5	4	9	6	10	6	8	9	7	8	6	16	6	8	13	8	7	6	10	7	188
OG0000360	6	6	8	6	13	6	7	10	7	7	8	6	11	8	5	7	14	7	6	5	6	5	8	9	7	188
OG0000361	14	14	5	4	10	4	3	0	2	13	7	9	2	8	2	3	16	8	6	10	11	9	12	10	5	187
OG0000362	6	2	12	5	18	14	5	5	7	9	6	6	0	10	10	14	9	5	4	5	7	6	4	10	8	187
OG0000363	7	3	0	3	0	0	0	0	2	27	6	19	0	7	1	0	12	4	9	5	18	23	21	16	4	187
OG0000364	7	6	16	10	0	0	0	19	6	10	7	9	0	9	1	5	11	9	7	10	11	8	8	10	8	187
OG0000365	3	2	0	5	50	23	0	8	4	13	5	10	0	0	18	19	0	6	4	3	1	2	6	3	2	187
OG0000366	16	21	8	2	0	0	1	18	1	6	2	11	0	11	0	4	7	4	14	7	13	13	13	9	4	185
OG0000367	2	4	7	1	17	23	7	3	2	8	7	6	12	9	13	2	4	9	10	7	6	4	7	9	6	185
OG0000368	4	1	0	2	1	2	2	0	3	18	5	16	0	17	0	1	24	8	16	9	18	16	8	9	5	185
OG0000369	18	4	1	6	0	0	0	6	5	13	9	19	0	15	0	4	13	14	6	5	9	2	9	19	7	184
OG0000370	12	8	5	2	0	0	0	1	3	7	5	8	0	13	0	2	11	8	16	18	12	11	19	16	7	184
OG0000371	0	1	5	3	0	0	0	0	9	22	8	20	3	6	0	11	17	0	0	1	20	16	26	14	2	184
OG0000372	6	4	7	14	5	8	4	4	17	5	6	29	0	34	0	1	5	0	1	2	5	12	7	2	5	183
OG0000373	7	6	3	3	4	3	6	7	3	8	5	7	13	22	8	4	15	4	4	2	14	10	12	9	4	183
OG0000374	12	6	7	6	22	11	9	2	5	5	5	4	8	5	7	10	5	3	3	3	10	6	9	16	4	183
OG0000375	3	6	1	10	16	7	4	9	6	17	1	15	0	26	0	0	6	5	7	3	5	16	9	6	5	183
OG0000376	6	8	10	4	6	7	0	22	3	8	4	9	0	16	0	7	12	8	9	7	7	8	8	7	6	182
OG0000377	0	0	1	0	0	0	0	2	0	10	8	5	0	3	0	0	1	5	13	2	32	47	25	27	1	182
OG0000378	3	3	2	1	5	1	0	0	1	8	7	5	0	7	0	0	5	1	2	1	29	48	26	21	4	180
OG0000379	9	8	4	7	7	3	0	2	13	8	5	15	0	30	0	0	0	2	4	4	9	26	17	7	0	180
OG0000380	4	22	5	5	2	0	4	0	11	13	15	14	10	18	0	7	1	5	5	2	9	8	12	5	3	180
OG0000381	2	3	1	9	0	0	0	0	9	13	10	13	0	9	0	7	13	12	10	11	14	10	12	10	12	180
OG0000382	8	7	10	2	0	0	0	8	4	21	8	12	1	8	0	0	16	8	9	5	15	7	10	13	7	179
OG0000383	6	15	7	0	6	5	0	0	0	15	8	8	0	6	8	6	7	5	5	5	15	17	16	11	8	179
OG0000384	1	22	4	4	0	0	0	2	6	3	4	1	0	20	0	5	0	5	8	9	11	7	7	21	39	179
OG0000385	0	0	0	0	0	0	0	0	0	6	0	8	0	1	0	0	3	5	14	15	30	48	27	16	6	179
OG0000386	11	11	15	1	11	6	4	3	2	6	5	4	3	19	3	6	6	5	9	4	8	11	9	10	6	178
OG0000387	4	9	10	5	5	2	1	6	6	8	8	8	3	10	5	11	12	9	9	8	8	8	8	7	8	178
OG0000388	20	7	3	1	0	0	0	6	0	19	8	18	0	1	0	1	29	4	11	7	11	8	4	10	9	177
OG0000389	7	7	5	5	9	2	8	18	8	8	8	7	5	7	7	10	9	6	5	6	7	6	5	6	5	176
OG0000390	1	24	7	5	0	0	1	0	1	14	1	21	0	8	0	2	0	5	17	2	15	38	3	10	1	176
OG0000391	6	0	2	18	14	16	0	0	7	11	5	12	0	38	0	0	1	4	5	2	4	10	9	3	9	176
OG0000392	7	1	2	5	2	2	0	0	9	4	2	7	0	41	0	1	0	4	8	35	4	6	1	7	28	176
OG0000393	7	7	6	5	7	4	7	7	6	7	7	7	7	9	9	8	10	6	7	8	8	7	7	5	7	175
OG0000394	7	6	8	9	6	6	2	7	4	9	5	7	6	10	2	2	10	6	6	6	12	10	10	14	5	175
OG0000395	0	12	0	2	0	0	0	2	2	10	6	14	1	2	0	1	4	1	6	4	22	44	29	11	2	175
OG0000396	5	4	6	6	9	15	6	11	5	6	3	5	8	9	17	2	10	3	6	6	8	6	5	6	7	174
OG0000397	3	6	2	4	0	0	0	3	10	4	4	12	0	31	0	1	4	2	1	2	24	40	4	13	4	174
OG0000398	2	4	2	8	14	16	0	6	6	4	0	10	0	23	0	1	1	6	17	6	13	20	1	1	13	174
OG0000399	2	3	8	21	11	8	20	1	19	7	0	8	0	12	0	1	1	1	1	1	17	24	2	5	0	173
OG0000400	0	0	6	7	23	9	3	0	18	0	0	1	0	74	4	0	0	1	5	2	5	9	1	1	4	173
OG0000401	7	6	4	5	11	3	10	14	4	5	6	5	8	8	9	7	9	6	7	6	6	6	6	8	6	172
OG0000402	3	5	0	2	11	4	10	26	3	14	4	16	0	14	0	0	10	6	6	7	9	7	4	4	7	172
OG0000403	7	7	6	5	10	9	7	12	4	8	5	6	7	8	7	6	10	6	6	6	6	6	6	6	5	171
OG0000404	6	4	15	3	4	1	1	14	2	8	0	14	1	9	4	5	13	6	5	3	14	14	8	10	7	171
OG0000405	3	2	1	2	0	0	0	0	4	22	5	15	0	2	0	1	13	8	4	6	17	25	6	20	15	171
OG0000406	12	18	6	5	1	2	1	12	4	7	7	4	1	12	1	3	11	5	7	4	6	16	10	10	5	170
OG0000407	9	3	10	2	18	14	3	31	5	3	3	3	5	9	7	5	7	3	2	2	5	6	7	7	1	170
OG0000408	1	8	2	5	0	0	2	2	11	8	4	4	3	65	10	9	1	3	3	3	4	9	3	8	2	170
OG0000409	0	6	9	4	10	12	2	2	4	2	6	7	10	43	0	0	0	5	7	2	10	15	1	6	7	170
OG0000410	1	3	2	2	0	0	0	2	3	17	7	11	0	19	0	9	21	12	11	4	14	11	9	9	2	169
OG0000411	7	7	0	0	0	0	0	16	0	8	3	13	0	1	0	0	11	8	17	19	10	14	13	7	15	169
OG0000412	2	3	5	6	1	1	5	9	6	15	7	9	2	3	6	2	11	9	14	11	12	8	8	8	6	169
OG0000413	7	9	11	11	0	0	0	3	8	3	1	5	0	65	0	1	2	4	1	4	2	1	2	17	12	169
OG0000414	2	0	12	5	0	0	4	0	8	8	2	10	19	32	0	0	5	5	14	8	10	6	1	9	9	169
OG0000415	0	0	0	0	0	0	0	0	0	165	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	169
OG0000416	10	6	5	5	5	3	8	9	11	8	6	7	6	8	8	8	11	5	6	5	5	5	4	7	7	168
OG0000417	7	5	6	5	14	7	8	15	6	6	5	4	4	7	10	10	6	5	5	4	7	6	6	5	5	168
OG0000418	1	9	18	4	0	0	0	1	2	24	14	15	0	6	0	2	4	0	0	0	18	14	21	14	0	167
OG0000419	6	7	8	3	7	9	3	6	3	7	6	15	2	8	9	5	16	6	10	8	7	3	4	4	5	167
OG0000420	2	2	2	10	1	0	1	2	8	34	3	26	1	9	1	3	15	11	9	7	6	3	5	3	3	167
OG0000421	6	42	0	0	0	0	0	0	0	13	5	11	0	28	0	0	5	7	15	11	2	4	2	2	13	166
OG0000422	8	7	7	12	5	4	2	5	8	8	9	7	1	11	4	7	16	6	1	6	1	1	10	14	6	166
OG0000423	6	8	1	1	16	4	4	0	5	7	3	6	4	15	17	2	7	2	4	4	11	21	12	3	2	165
OG0000424	10	8	1	2	4	2	6	3	2	9	6	14	2	6	1	3	6	8	11	9	11	17	5	13	6	165
OG0000425	1	1	8	1	10	6	10	11	1	9	2	8	9	3	11	10	9	7	10	8	6	8	6	3	7	165
OG0000426	3	0	0	3	0	0	0	5	8	18	2	10	0	14	0	3	23	8	12	6	13	12	13	11	1	165
OG0000427	2	9	2	4	3	3	3	7	7	18	6	10	5	13	1	5	10	7	6	5	6	7	9	11	5	164
OG0000428	6	5	7	4	0	0	1	9	2	9	4	9	0	7	1	32	17	2	5	1	13	11	9	8	2	164
OG0000429	6	12	0	0	0	0	0	0	1	20	7	10	0	6	0	0	12	4	6	5	19	10	13	19	14	164
OG0000430	6	7	6	8	3	3	1	5	7	7	8	7	0	11	3	5	7	10	9	7	10	9	11	7	7	164
OG0000431	8	0	10	1	0	0	2	10	1	10	2	4	0	15	0	7	8	19	17	18	7	3	6	9	6	163
OG0000432	10	3	1	3	0	0	1	0	3	16	8	13	0	4	0	0	16	7	13	10	12	8	15	9	11	163
OG0000433	3	2	0	2	0	0	0	0	2	16	2	29	0	31	0	0	1	0	0	0	25	32	6	11	1	163
OG0000434	3	7	5	10	0	0	0	0	10	14	10	8	0	16	0	9	11	8	10	6	8	8	7	6	6	162
OG0000435	7	6	0	0	0	0	0	9	0	12	6	15	0	16	0	1	10	6	8	7	10	7	11	16	15	162
OG0000436	9	5	7	6	8	5	2	7	7	6	8	8	7	10	6	5	5	5	6	3	11	7	7	8	4	162
OG0000437	1	0	1	3	31	21	3	0	1	4	1	6	0	63	1	0	0	0	0	0	10	9	1	6	0	162
OG0000438	2	4	4	2	8	3	5	5	3	15	4	3	16	16	6	4	13	6	6	3	6	4	4	11	9	162
OG0000439	1	0	10	1	0	0	0	0	0	23	0	49	0	9	0	1	0	0	0	0	14	33	8	12	1	162
OG0000440	3	4	9	2	5	5	2	1	3	16	4	5	2	4	5	2	9	7	13	16	11	9	8	9	7	161
OG0000441	5	5	6	2	3	1	5	2	7	5	6	8	4	12	3	4	12	3	5	3	16	18	8	13	5	161
OG0000442	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	161
OG0000443	2	13	22	4	3	0	8	3	3	4	6	7	0	29	0	0	2	0	3	0	9	22	13	6	1	160
OG0000444	10	7	1	4	0	0	0	20	4	7	9	5	0	8	0	1	11	7	7	9	10	10	11	9	10	160
OG0000445	7	3	7	2	7	1	0	0	4	14	8	5	0	10	0	0	15	4	4	3	15	18	16	12	5	160
OG0000446	1	13	4	10	0	0	5	1	6	2	4	7	0	22	0	3	1	4	9	4	14	44	2	3	1	160
OG0000447	4	6	9	2	7	3	7	2	2	13	6	8	5	9	1	4	18	7	10	5	7	8	7	6	4	160
OG0000448	0	0	0	0	33	26	23	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	160
OG0000449	9	9	1	1	7	4	4	0	2	11	2	9	0	9	0	5	6	3	6	4	10	15	14	17	11	159
OG0000450	14	64	0	1	0	0	0	0	1	11	8	3	0	13	0	1	4	6	8	14	1	0	2	1	7	159
OG0000451	4	11	0	1	0	0	0	9	5	19	8	12	0	19	0	0	7	3	4	3	10	11	19	10	4	159
OG0000452	2	2	0	1	0	0	0	0	1	13	0	27	0	5	0	0	8	4	5	9	18	11	18	22	13	159
OG0000453	3	4	4	3	2	2	0	2	3	8	3	13	5	32	6	18	11	7	5	4	1	7	4	8	3	158
OG0000454	4	4	4	3	29	10	6	4	3	5	2	13	0	1	0	0	7	0	2	0	19	22	6	12	2	158
OG0000455	2	2	2	3	0	0	0	0	3	4	2	42	0	1	0	1	1	12	22	22	3	20	3	2	11	158
OG0000456	6	5	3	2	1	1	3	4	3	12	0	11	0	16	0	2	19	8	8	4	12	15	6	11	5	157
